model_output,ground_truth,top_20_tokens,top_20_probs,match
Square<|im_end|>,square,"['Square', 'square', 'Rectangle', 'Rect', 'Cube', 'rectangle', 'S', 'Squared', ' Square', 'cube', 'rect', 'C', '_square', 'Box', 's', 'T', 'White', 'Bow', 'Sq', ' square']","tensor([9.8209e-01, 1.2363e-02, 2.4344e-03, 1.3030e-03, 6.9745e-04, 2.9074e-04,
        2.5658e-04, 9.4390e-05, 8.3299e-05, 7.3511e-05, 6.4873e-05, 3.9348e-05,
        3.4724e-05, 2.7043e-05, 8.2477e-06, 7.7480e-06, 7.2786e-06, 7.2786e-06,
        7.2786e-06, 6.8376e-06])",False
Square.<|im_end|>,heart,"['Square', 'Circle', 'P', 'Star', 'Card', 'Cube', 'Diamond', 'C', 'S', 'V', 'Logo', 'R', 'Heart', 'Nike', 'Ball', 'Sphere', 'Triangle', 'Red', 'Stars', 'oval']","tensor([0.3327, 0.2018, 0.0655, 0.0510, 0.0291, 0.0273, 0.0188, 0.0176, 0.0156,
        0.0100, 0.0078, 0.0069, 0.0065, 0.0065, 0.0061, 0.0057, 0.0057, 0.0054,
        0.0054, 0.0051])",False
Square<|im_end|>,square,"['Square', 'square', 'oval', 'Rectangle', 'S', 'O', 'Triangle', ' Square', 'Rect', 'rectangle', 'Squared', 'Round', 'Hex', 'Oct', 'oct', 'Diamond', 'rect', 'squ', '_square', 'hex']","tensor([9.2355e-01, 5.9040e-02, 6.2228e-03, 2.2892e-03, 1.2253e-03, 1.0814e-03,
        6.5588e-04, 6.5588e-04, 5.7881e-04, 5.7881e-04, 4.5078e-04, 4.5078e-04,
        2.4128e-04, 2.4128e-04, 2.2667e-04, 2.1293e-04, 2.1293e-04, 1.5578e-04,
        1.3748e-04, 1.0707e-04])",False
diamond<|im_end|>,square,"['diamond', 'Diamond', 'none', 'di', 'triangle', 'rectangle', 'square', 'None', ' Diamond', 'Di', 'grid', 'straight', 'Square', 'Triangle', 'rh', 'no', 'pl', 'strip', 'rect', 'line']","tensor([0.5109, 0.2413, 0.0539, 0.0475, 0.0327, 0.0271, 0.0186, 0.0073, 0.0042,
        0.0037, 0.0037, 0.0025, 0.0025, 0.0024, 0.0022, 0.0021, 0.0017, 0.0016,
        0.0014, 0.0014])",False
heart<|im_end|>,heart,"['heart', 'star', 'Heart', 'round', 'circle', 'flower', 'rug', 'oval', 'rose', 'oct', 'Star', 'Round', 'he', 'triangle', 'rectangle', 'R', 'leaf', 'hex', 'ro', 'Rose']","tensor([0.4702, 0.1049, 0.0926, 0.0562, 0.0386, 0.0341, 0.0234, 0.0182, 0.0161,
        0.0142, 0.0098, 0.0067, 0.0063, 0.0063, 0.0059, 0.0059, 0.0056, 0.0046,
        0.0041, 0.0038])",False
circle<|im_end|>,circle,"['circle', 'Circle', 'round', 'Circular', 'Round', 'c', 'C', ' Circle', 'oval', 'circ', 'ircle', '圓', '圆', ' circle', '圆形', ' круг', '-circle', '_circle', 'ircular', 'rounded']","tensor([7.3240e-01, 1.8518e-01, 4.1319e-02, 1.7224e-02, 1.7224e-02, 1.6021e-03,
        9.7173e-04, 6.6786e-04, 6.6786e-04, 4.5901e-04, 4.5901e-04, 3.1547e-04,
        2.4569e-04, 2.1682e-04, 1.6886e-04, 1.0242e-04, 7.9764e-05, 7.9764e-05,
        5.4821e-05, 4.5448e-05])",False
Circular<|im_end|>,circle,"['Circular', 'Round', 'Circle', 'circle', 'C', 'round', 'Pie', 'c', 'pie', '圓', 'P', 'Pi', 'circ', ' Circle', 'pi', 'Cr', '円', '圆', ' Circular', 'ircular']","tensor([3.9702e-01, 1.8754e-01, 1.0038e-01, 8.8587e-02, 8.8587e-02, 8.8587e-02,
        2.2398e-02, 1.1989e-02, 2.6751e-03, 1.4319e-03, 1.2636e-03, 1.1151e-03,
        8.6848e-04, 7.1999e-04, 3.8538e-04, 3.1949e-04, 3.0014e-04, 2.8195e-04,
        2.6487e-04, 2.6487e-04])",False
rectangle<|im_end|>,square,"['rectangle', 'square', 'Square', 'Rectangle', 'rect', 'arrow', 'diamond', 'squ', 'rh', 'triangle', 's', 'Rect', 'hex', 'paralle', 'oct', 'tr', ' Square', 'box', 'qu', 'oval']","tensor([5.0417e-01, 4.4493e-01, 2.8444e-02, 9.2343e-03, 3.3971e-03, 1.0361e-03,
        9.7329e-04, 7.1207e-04, 5.2096e-04, 4.8940e-04, 4.5975e-04, 4.0573e-04,
        3.5805e-04, 2.9684e-04, 2.7885e-04, 2.3118e-04, 2.3118e-04, 2.3118e-04,
        1.8004e-04, 1.6913e-04])",False
Square<|im_end|>,square,"['Square', 'square', 'Rectangle', 'Rect', 'S', 'rectangle', 'rect', 'Squared', ' Square', 'Cube', '_square', 'C', 'Qu', 'squ', 'T', 'Triangle', 's', ' square', 'Round', 'Sq']","tensor([9.8735e-01, 5.8710e-03, 3.1425e-03, 2.1598e-03, 5.4609e-04, 3.3122e-04,
        1.3807e-04, 1.2185e-04, 8.3745e-05, 2.8942e-05, 1.8686e-05, 1.5491e-05,
        1.3671e-05, 1.2843e-05, 1.0002e-05, 1.0002e-05, 8.2919e-06, 6.0665e-06,
        5.6989e-06, 5.0293e-06])",False
Square<|im_end|>,square,"['Square', 'square', 'Rect', 'C', 'Cube', 'Rectangle', 'rect', 'rectangle', 'cube', 'V', 'Glass', 'c', 'T', 'Squared', ' Square', 'S', '_square', 'glass', 'Box', 't']","tensor([7.9234e-01, 7.3699e-02, 3.4813e-02, 3.4813e-02, 1.6445e-02, 1.2807e-02,
        1.1302e-02, 4.7114e-03, 4.1578e-03, 3.6693e-03, 2.5218e-03, 1.9640e-03,
        1.5296e-03, 1.1912e-03, 5.6270e-04, 2.6580e-04, 2.6580e-04, 1.5145e-04,
        1.4227e-04, 1.1795e-04])",False
Teardrop<|im_end|>,triangle,"['Te', 'C', 'Triangle', 'Square', 'Con', 'T', 'Round', 'Hex', 'B', 'Tri', 'Tr', 'Hour', 'te', 'Rectangle', 'Py', 'Fl', 'Rect', 'Circular', 'Cur', 'S']","tensor([0.1644, 0.0880, 0.0776, 0.0442, 0.0442, 0.0390, 0.0345, 0.0324, 0.0304,
        0.0286, 0.0286, 0.0222, 0.0184, 0.0173, 0.0163, 0.0127, 0.0119, 0.0105,
        0.0099, 0.0082])",False
Circle<|im_end|>,circle,"['Circle', 'circle', 'round', 'Circular', 'Round', 'c', 'ircle', 'C', ' Circle', 'oval', 'ircular', 'O', 'circ', '圆形', ' Round', 'oct', 'cir', 'rounded', ' Circular', '圓']","tensor([0.2516, 0.1959, 0.1729, 0.1526, 0.1049, 0.0561, 0.0161, 0.0111, 0.0098,
        0.0076, 0.0022, 0.0013, 0.0013, 0.0011, 0.0011, 0.0010, 0.0009, 0.0008,
        0.0008, 0.0008])",False
Heart<|im_end|>,heart,"['Heart', 'Square', 'Rectangle', 'Star', 'Rect', 'rectangle', 'Cat', 'heart', 'Round', 'Dog', 'Cake', 'Triangle', 'star', 'P', 'C', 'Bone', 'rect', 'T', 'Circle', 'D']","tensor([0.4830, 0.1568, 0.0951, 0.0372, 0.0256, 0.0187, 0.0146, 0.0137, 0.0129,
        0.0094, 0.0078, 0.0065, 0.0061, 0.0054, 0.0054, 0.0044, 0.0035, 0.0031,
        0.0029, 0.0027])",False
Square<|im_end|>,square,"['Square', 'Rectangle', 'Round', 'Rect', 'rectangle', 'square', 'Circular', 'round', 'O', 'rect', 'S', 'C', 'oval', 'Circle', 'Unknown', ' Square', 'Squared', '_square', 'None', 'Ob']","tensor([6.5524e-01, 1.8773e-01, 8.8677e-02, 2.2421e-02, 1.2001e-02, 9.3465e-03,
        6.4238e-03, 3.0344e-03, 2.6778e-03, 1.8404e-03, 1.8404e-03, 1.6242e-03,
        1.6242e-03, 9.8511e-04, 5.2729e-04, 4.1066e-04, 2.6514e-04, 2.3399e-04,
        2.1981e-04, 1.5107e-04])",False
round<|im_end|>,circle,"['round', 'circle', 'c', 'Round', 'Circular', 'Circle', 'C', 'circ', '圓', ' Circle', 'cir', ' круг', '圆形', '圆', '円', ' round', 'oval', 'ircular', ' rund', ' circular']","tensor([6.0843e-01, 2.2383e-01, 9.3306e-02, 2.0819e-02, 1.8373e-02, 1.6214e-02,
        7.6591e-03, 5.9649e-03, 1.7090e-03, 4.8963e-04, 3.3652e-04, 3.3652e-04,
        2.9697e-04, 2.9697e-04, 2.6208e-04, 1.5896e-04, 1.5896e-04, 1.4028e-04,
        1.2380e-04, 1.0925e-04])",False
Square<|im_end|>,square,"['Square', 'Cube', 'square', 'C', 'cube', 'Rect', 'c', 'rect', 'Rectangle', 'rectangle', 'Squared', 'Round', 'T', ' Square', 'Box', '_square', 'S', 'Block', 'round', 'Glass']","tensor([6.2509e-01, 1.7909e-01, 9.5861e-02, 3.9961e-02, 3.1121e-02, 8.9164e-03,
        4.2118e-03, 3.7169e-03, 3.2802e-03, 3.2802e-03, 7.3191e-04, 6.4590e-04,
        5.0303e-04, 4.4392e-04, 3.9176e-04, 1.6331e-04, 1.5342e-04, 1.3539e-04,
        1.1948e-04, 1.1224e-04])",False
Square<|im_end|>,square,"['Square', 'Rect', 'Rectangle', 'square', 'S', 'rectangle', 'rect', 'Squared', ' Square', 'T', '_square', 'Qu', 'squ', 'O', 'C', 'Cube', 'Sq', 'Tr', ' square', 'oval']","tensor([9.7823e-01, 9.5902e-03, 6.5913e-03, 3.1135e-03, 1.2979e-03, 3.7185e-04,
        2.5557e-04, 1.9904e-04, 9.4019e-05, 1.9708e-05, 1.7392e-05, 1.6338e-05,
        1.2724e-05, 1.1229e-05, 9.9096e-06, 9.3092e-06, 7.7176e-06, 6.8107e-06,
        6.8107e-06, 6.8107e-06])",False
Round<|im_end|>,circle,"['Round', 'Circle', 'Circular', 'round', 'circle', 'Square', 'C', 'oval', 'O', 'c', 'R', 'circ', ' Round', ' Circle', 'cir', 'square', 'Red', 'S', 'ROUND', 'Rectangle']","tensor([6.6751e-01, 1.0237e-01, 7.9723e-02, 7.9723e-02, 2.9328e-02, 1.3854e-02,
        9.5215e-03, 6.5440e-03, 1.2105e-03, 6.0869e-04, 4.7405e-04, 4.7405e-04,
        4.4533e-04, 4.4533e-04, 4.1835e-04, 3.6919e-04, 3.4682e-04, 3.2581e-04,
        2.3837e-04, 1.9761e-04])",False
Triangle<|im_end|>,triangle,"['Triangle', 'triangle', 'equ', 'Equ', 'Tri', 'tri', 'Delta', 'Diamond', '_triangle', ' triangle', 'arrow', 'tr', 'E', 'T', ' Triangle', 'Triangles', 'D', 'Tra', 'isos', 'Tr']","tensor([6.7597e-01, 3.1931e-01, 1.3049e-03, 8.9686e-04, 6.9848e-04, 5.4398e-04,
        2.9117e-04, 1.0063e-04, 7.3619e-05, 5.7335e-05, 5.3861e-05, 4.7532e-05,
        3.9405e-05, 3.9405e-05, 3.9405e-05, 3.7018e-05, 3.2668e-05, 2.3901e-05,
        2.1092e-05, 1.8614e-05])",False
square<|im_end|>,square,"['rectangle', 'square', 'flat', 'Rectangle', 'straight', 'Square', 'rect', 'line', 'Flat', 'Straight', 'horizontal', 'Rect', 'T', 'cap', 'round', 'V', 'board', 'triangle', 's', 'Board']","tensor([0.2640, 0.2640, 0.0857, 0.0589, 0.0459, 0.0261, 0.0261, 0.0246, 0.0131,
        0.0085, 0.0080, 0.0080, 0.0075, 0.0055, 0.0055, 0.0048, 0.0048, 0.0048,
        0.0043, 0.0038])",False
square<|im_end|>,square,"['rectangle', 'square', 'Square', 'oval', 'Rectangle', 'None', 'no', 'rect', 'round', 'none', 'circle', 'not', 'triangle', 'No', 'c', 'unknown', 'Round', 'Rect', 's', 'C']","tensor([0.2556, 0.2556, 0.1207, 0.0688, 0.0368, 0.0346, 0.0287, 0.0238, 0.0238,
        0.0210, 0.0163, 0.0127, 0.0077, 0.0077, 0.0060, 0.0050, 0.0047, 0.0047,
        0.0047, 0.0041])",False
Square<|im_end|>,square,"['Square', 'square', 'Rectangle', 'S', 'Rect', 'Squared', ' Square', 'Round', 'Triangle', 'rectangle', '_square', 'Qu', 'Diamond', 'O', 'rect', 'Tri', 'oval', 'Hex', 'Oct', 'Cube']","tensor([9.9545e-01, 1.3207e-03, 1.0286e-03, 8.0107e-04, 5.5057e-04, 2.0254e-04,
        1.0841e-04, 1.0841e-04, 5.8030e-05, 4.5193e-05, 2.7411e-05, 2.4190e-05,
        2.0054e-05, 1.8839e-05, 1.5618e-05, 1.2948e-05, 1.2948e-05, 1.2164e-05,
        1.0734e-05, 9.4731e-06])",False
square<|im_end|>,square,"['square', 'rectangle', 'triangle', 'Square', 'rect', 'Rectangle', 'Triangle', 'tri', 's', 'oval', 'Rect', 'Tri', 'round', 'S', 'tr', ' Square', 'T', 'Cube', 'slice', 'Round']","tensor([3.8496e-01, 1.8184e-01, 1.6048e-01, 1.4162e-01, 2.7886e-02, 2.7886e-02,
        2.1718e-02, 1.6914e-02, 9.0534e-03, 6.6236e-03, 4.2765e-03, 3.3306e-03,
        1.6747e-03, 1.2252e-03, 5.4370e-04, 4.7981e-04, 4.5074e-04, 4.5074e-04,
        4.2343e-04, 3.5104e-04])",False
circle<|im_end|>,circle,"['circle', 'round', 'c', 'Round', 'Circle', 'C', 'flat', 'Circular', 'circ', 'smooth', 'oval', 'Smooth', 'heart', 'rounded', 'perfect', 'Flat', 'Heart', 'disk', 'uniform', 'cir']","tensor([0.3071, 0.2392, 0.1644, 0.0471, 0.0471, 0.0416, 0.0196, 0.0184, 0.0184,
        0.0135, 0.0068, 0.0053, 0.0053, 0.0044, 0.0030, 0.0030, 0.0028, 0.0017,
        0.0015, 0.0014])",False
Triangle<|im_end|>,triangle,"['Triangle', 'Square', 'Diamond', 'Tri', 'triangle', 'Rectangle', 'rectangle', 'Rect', 'tri', 'square', 'T', 'Tr', 'P', 'diamond', 'Fold', 'S', 'Triangles', 'rect', 'Hex', 'tr']","tensor([0.5172, 0.2156, 0.0545, 0.0545, 0.0545, 0.0258, 0.0122, 0.0074, 0.0065,
        0.0065, 0.0051, 0.0037, 0.0018, 0.0018, 0.0016, 0.0015, 0.0014, 0.0014,
        0.0012, 0.0009])",False
Triangle<|im_end|>,triangle,"['Triangle', 'triangle', 'Tri', 'Py', 'T', 'Diamond', 'tri', 'A', 'Delta', 'P', 'py', 'Tr', 'Triangles', '_triangle', 'D', 'Hex', 'Arrow', 'C', 'H', ' Triangle']","tensor([9.1900e-01, 3.5634e-02, 2.7751e-02, 5.4646e-03, 2.2780e-03, 1.7741e-03,
        1.2193e-03, 6.9474e-04, 6.9474e-04, 5.0829e-04, 4.4856e-04, 4.2138e-04,
        3.9585e-04, 3.0829e-04, 2.7207e-04, 2.1189e-04, 2.1189e-04, 1.3680e-04,
        1.2851e-04, 1.2073e-04])",False
Round<|im_end|>,circle,"['Round', 'C', 'round', 'Circular', 'c', 'Circle', 'circle', 'B', 'Square', 'oval', 'Bow', 'O', 'R', 'Sphere', 'S', 'circ', 'b', ' Round', 'square', '圓']","tensor([0.3870, 0.2660, 0.1109, 0.0673, 0.0524, 0.0462, 0.0280, 0.0091, 0.0080,
        0.0043, 0.0038, 0.0023, 0.0012, 0.0011, 0.0007, 0.0007, 0.0005, 0.0005,
        0.0004, 0.0004])",False
star<|im_end|>,star,"['star', 'Star', 'wheel', 'bell', 'w', 'Bell', 'pent', 'wagon', 'Wheel', 'Sher', 'W', 'round', 'hex', 'oct', 'square', 'rectangle', 'Stars', 'oval', 'triangle', 'st']","tensor([9.1839e-01, 4.5724e-02, 1.0202e-02, 7.0120e-03, 3.3122e-03, 1.2971e-03,
        1.0102e-03, 9.4897e-04, 8.9147e-04, 7.8672e-04, 6.1270e-04, 4.4826e-04,
        2.8942e-04, 2.8942e-04, 2.3994e-04, 2.3994e-04, 2.3994e-04, 2.1174e-04,
        2.1174e-04, 1.9891e-04])",False
circle<|im_end|>,circle,"['circle', 'star', 'Circle', 'Triangle', 'round', 'triangle', 'heart', 'Round', 'circ', 'Heart', 'Star', 'C', 'oval', 'dots', 'c', 'stars', 'Stars', 'tri', 'point', 'D']","tensor([0.3300, 0.1214, 0.0946, 0.0611, 0.0611, 0.0370, 0.0255, 0.0225, 0.0211,
        0.0145, 0.0136, 0.0128, 0.0094, 0.0088, 0.0088, 0.0078, 0.0068, 0.0064,
        0.0060, 0.0057])",False
Round<|im_end|>,circle,"['Round', 'Circular', 'Circle', 'round', 'C', 'circle', '圆形', '圓', 'Pizza', '圆', ' Round', ' round', ' Circle', ' круг', 'ROUND', '(round', ' Circular', 'Square', '円', '_round']","tensor([8.5653e-01, 7.0308e-02, 5.4756e-02, 1.0782e-02, 3.0891e-03, 2.4058e-03,
        6.8928e-04, 2.8733e-04, 2.2377e-04, 1.7428e-04, 1.0570e-04, 9.3283e-05,
        8.2322e-05, 7.2649e-05, 5.6579e-05, 3.4317e-05, 2.8450e-05, 2.5107e-05,
        2.3586e-05, 2.0814e-05])",False
Square<|im_end|>,square,"['Square', 'Rectangle', 'Rect', 'rectangle', 'square', 'Box', 'rect', 'S', 'Triangle', 'L', 'Cube', 'C', 'box', 'V', '_rectangle', 'Vent', '_square', 'Qu', 'squ', 'O']","tensor([4.4221e-01, 3.0392e-01, 1.2669e-01, 8.7076e-02, 1.3354e-02, 9.1777e-03,
        5.5666e-03, 3.8258e-03, 9.6733e-04, 9.6733e-04, 6.2455e-04, 3.3430e-04,
        2.7714e-04, 1.5791e-04, 1.4834e-04, 1.4834e-04, 1.4834e-04, 1.4834e-04,
        1.1553e-04, 1.1553e-04])",False
triangle<|im_end|>,triangle,"['triangle', 'Triangle', 'tri', 'Delta', 'oct', 'hex', 'arrow', 'Y', 'Oct', 'rectangle', 'Tri', 'diamond', 'Diamond', 'yield', 'equ', 'Arrow', 'delta', 'tr', 'right', 'T']","tensor([8.7258e-01, 1.0421e-01, 5.8794e-03, 2.1629e-03, 2.0319e-03, 1.5824e-03,
        1.4865e-03, 7.9569e-04, 7.0219e-04, 6.5965e-04, 6.5965e-04, 5.4687e-04,
        5.1373e-04, 4.8261e-04, 3.3169e-04, 2.9272e-04, 2.2797e-04, 2.1416e-04,
        1.6678e-04, 1.6678e-04])",False
Round<|im_end|>,circle,"['Round', 'Circle', 'Circular', 'round', 'circle', 'C', '圓', ' Circle', '圆', '圆形', 'Pizza', ' Round', 'Square', ' round', 'c', 'ROUND', '円', '(round', ' круг', '_round']","tensor([8.2271e-01, 7.6524e-02, 4.6414e-02, 3.6147e-02, 1.3298e-02, 2.6185e-03,
        4.5503e-04, 2.7599e-04, 2.7599e-04, 2.1494e-04, 1.6740e-04, 1.1505e-04,
        7.9072e-05, 6.9781e-05, 4.7960e-05, 4.7960e-05, 4.7960e-05, 4.2324e-05,
        3.7351e-05, 3.2962e-05])",False
square<|im_end|>,square,"['square', 'Square', 'rectangle', 'rect', 'Rectangle', 's', 'oval', 'triangle', 'Rect', 'S', 'squ', ' Square', 'ob', 'circle', 'c', 'round', 'C', '_square', 'quare', 'Triangle']","tensor([6.5622e-01, 1.6592e-01, 1.4642e-01, 9.3604e-03, 5.6774e-03, 3.4435e-03,
        1.8432e-03, 1.4355e-03, 1.4355e-03, 1.1900e-03, 8.7065e-04, 6.7807e-04,
        5.9839e-04, 5.2808e-04, 4.3779e-04, 4.1127e-04, 2.2014e-04, 1.8250e-04,
        1.6105e-04, 1.5130e-04])",False
Square<|im_end|>,square,"['Square', 'rectangle', 'Rectangle', 'oval', 'square', 'O', 'rect', 'Rect', 'oct', 'Round', 'C', 'S', 'hex', 'Hex', 'ellipse', 'Cube', 'Mouse', 'triangle', ' Square', 'R']","tensor([0.4624, 0.2184, 0.1325, 0.0626, 0.0552, 0.0158, 0.0075, 0.0075, 0.0040,
        0.0026, 0.0024, 0.0015, 0.0014, 0.0014, 0.0011, 0.0011, 0.0010, 0.0010,
        0.0008, 0.0008])",False
triangle<|im_end|>,triangle,"['triangle', 'Triangle', 'flag', 'rectangle', 'tri', 'square', 'Rectangle', 'tr', 'flags', 'Flag', 'rect', 'Square', 'Flags', ' triangle', 'diamond', 'Tri', 'strip', 'Tr', 'Banner', 'Diamond']","tensor([7.7189e-01, 8.1357e-02, 7.1797e-02, 4.9345e-02, 6.6782e-03, 4.0505e-03,
        3.5746e-03, 2.4568e-03, 1.9133e-03, 1.3150e-03, 4.2692e-04, 3.7676e-04,
        3.5393e-04, 2.7564e-04, 2.2851e-04, 2.2851e-04, 1.8945e-04, 1.5706e-04,
        1.5706e-04, 1.3860e-04])",False
rectangle<|im_end|>,square,"['rectangle', 'square', 'rect', 'Rectangle', 'Square', 'L', 'ir', 'Rect', 'oval', 'l', 'Ir', 'long', 'ob', 's', 'odd', 'squ', 'hex', 'c', '(rect', 't']","tensor([5.4845e-01, 2.9356e-01, 9.5307e-02, 1.0045e-02, 8.8649e-03, 6.0927e-03,
        5.3768e-03, 5.3768e-03, 4.7450e-03, 2.1056e-03, 1.9780e-03, 1.8582e-03,
        1.7456e-03, 1.6398e-03, 1.1997e-03, 8.2456e-04, 6.4217e-04, 4.6982e-04,
        4.4136e-04, 3.4373e-04])",False
Heart<|im_end|>,heart,"['Heart', 'heart', 'rectangle', 'Rect', 'Rectangle', 'rect', 'Bone', 'bone', ' Heart', 'He', 'he', 'strip', 'D', 'O', 'strap', 'Str', 'H', 'Square', 'T', 'R']","tensor([6.3396e-01, 2.9946e-01, 1.3157e-02, 1.2360e-02, 1.1611e-02, 1.0247e-02,
        2.0177e-03, 1.1497e-03, 1.0146e-03, 6.9731e-04, 5.4307e-04, 5.1016e-04,
        4.7926e-04, 4.2294e-04, 3.9732e-04, 3.5063e-04, 3.2939e-04, 3.2939e-04,
        3.0943e-04, 2.7307e-04])",False
Square<|im_end|>,square,"['Square', 'square', 'Rectangle', 'S', 'Rect', 'Triangle', 'Squared', 'Diamond', 'Qu', 'Tri', ' Square', 'rectangle', 'Cube', '_square', 'C', 'T', 'Tr', 'Hex', 'Quad', 'rect']","tensor([9.9414e-01, 1.9191e-03, 1.3190e-03, 6.2305e-04, 5.4984e-04, 4.8523e-04,
        2.5973e-04, 1.2269e-04, 9.5548e-05, 6.5669e-05, 6.5669e-05, 5.1143e-05,
        5.1143e-05, 2.4158e-05, 2.1320e-05, 1.8815e-05, 1.2931e-05, 1.2931e-05,
        1.1412e-05, 1.0720e-05])",False
rectangle<|im_end|>,square,"['rectangle', 'Rectangle', 'square', 'rect', 'Square', 'Rect', 'oct', 'oval', ' rectangle', ' Rectangle', ' Square', '矩', 'ob', 'Box', '_rectangle', 's', 'rh', 'box', 'O', 'qu']","tensor([6.6596e-01, 1.6838e-01, 7.0191e-02, 6.1944e-02, 1.5662e-02, 1.5662e-02,
        1.7399e-04, 1.6345e-04, 1.2729e-04, 9.9135e-05, 9.9135e-05, 9.3128e-05,
        8.7486e-05, 8.7486e-05, 8.7486e-05, 8.2185e-05, 7.2528e-05, 5.3063e-05,
        3.8822e-05, 3.4260e-05])",False
rectangle<|im_end|>,square,"['rectangle', 'Rectangle', 'rect', 'Rect', 'square', 'Square', 'gar', 'triangle', 'Gar', 'G', 'None', 'h', '(rect', 'Panel', 'sl', 'C', 'Box', 's', 'Cube', '_rect']","tensor([6.3132e-01, 1.8087e-01, 1.2431e-01, 2.7738e-02, 1.4847e-02, 1.1563e-02,
        1.2187e-03, 6.5234e-04, 2.5546e-04, 2.5546e-04, 2.1178e-04, 1.7557e-04,
        1.6494e-04, 1.4556e-04, 1.4556e-04, 1.3674e-04, 1.2845e-04, 1.2067e-04,
        1.2067e-04, 1.0004e-04])",False
Pointed<|im_end|>,triangle,"['Point', 'Square', 'Sp', 'point', 'sp', 'T', 'Triangle', 'Py', 'Clock', 'Tri', 'Tower', 'Round', 'py', 'St', 'square', 't', 'round', 'tower', 'triangle', 'C']","tensor([0.2820, 0.1176, 0.1037, 0.0808, 0.0555, 0.0490, 0.0432, 0.0246, 0.0204,
        0.0204, 0.0169, 0.0169, 0.0169, 0.0103, 0.0096, 0.0091, 0.0071, 0.0066,
        0.0059, 0.0059])",False
Round<|im_end|>,circle,"['Round', 'round', 'Circle', 'circle', 'Circular', 'C', 'Square', 'oval', 'c', 'square', 'ROUND', ' Round', '圆', ' Circle', 'circ', '圓', '圆形', 'Rectangle', 'O', 'R']","tensor([7.4177e-01, 1.1375e-01, 5.3733e-02, 4.1848e-02, 3.6930e-02, 3.8924e-03,
        2.3609e-03, 1.8387e-03, 4.6489e-04, 2.8197e-04, 2.1960e-04, 1.9379e-04,
        1.5093e-04, 1.5093e-04, 1.4178e-04, 1.3319e-04, 1.3319e-04, 1.3319e-04,
        1.1754e-04, 1.1042e-04])",False
circle<|im_end|>,square,"['circle', 'Circle', 'round', 'oct', 'Round', 'Circular', 'c', 'oval', 'hex', 'rectangle', 'ircle', ' Circle', 'square', 'Oct', '圓', ' circle', 'circ', ' круг', '圆', 'C']","tensor([7.2765e-01, 8.6905e-02, 6.7682e-02, 5.9729e-02, 1.9391e-02, 8.0835e-03,
        5.5557e-03, 5.5557e-03, 3.3697e-03, 2.6243e-03, 2.6243e-03, 1.5917e-03,
        1.5917e-03, 1.4047e-03, 1.2396e-03, 3.3364e-04, 3.3364e-04, 2.9444e-04,
        2.9444e-04, 2.7660e-04])",False
round<|im_end|>,heart,"['round', 'Round', 'heart', 'Heart', 'circle', 'Circle', 'oval', 'rectangle', 'c', 'Circular', 'C', 'Square', 'square', 'Rectangle', 'Rect', ' Round', '.round', 'rounded', 'rect', 'R']","tensor([4.8636e-01, 3.3427e-01, 5.1262e-02, 4.5238e-02, 2.7438e-02, 8.3683e-03,
        5.4030e-03, 5.4030e-03, 5.4030e-03, 4.2078e-03, 3.9529e-03, 3.7134e-03,
        1.2833e-03, 1.2056e-03, 7.7837e-04, 7.3121e-04, 6.4529e-04, 6.4529e-04,
        6.0619e-04, 4.4350e-04])",False
Heart<|im_end|>,heart,"['Heart', 'heart', 'He', 'Triangle', 'he', 'Love', ' Heart', 'H', ' heart', 'C', 'D', 'triangle', 'Square', 'Circle', 'Clo', 'Ch', 'Fl', 'T', 'L', 'Cloud']","tensor([8.5996e-01, 1.3188e-01, 1.5595e-03, 8.3475e-04, 7.3667e-04, 6.1072e-04,
        3.4798e-04, 2.8848e-04, 1.3627e-04, 1.3627e-04, 1.1297e-04, 1.1297e-04,
        1.0613e-04, 9.9697e-05, 9.3657e-05, 9.3657e-05, 8.2652e-05, 7.7644e-05,
        7.2940e-05, 6.8521e-05])",False
Triangle<|im_end|>,triangle,"['Triangle', 'Tri', 'triangle', 'tri', 'Diamond', '_triangle', 'T', 'Triangles', ' Triangle', 'Tr', 'Delta', 'Equ', ' triangle', 'D', '三角', 'Tra', 'P', 'Hex', 'Square', 'Is']","tensor([9.6982e-01, 1.5676e-02, 1.3834e-02, 1.9733e-04, 1.5368e-04, 7.2592e-05,
        3.0261e-05, 2.3567e-05, 2.3567e-05, 2.0798e-05, 2.0798e-05, 1.4294e-05,
        9.8243e-06, 8.6699e-06, 8.1446e-06, 4.6407e-06, 4.6407e-06, 3.1895e-06,
        2.8147e-06, 2.4840e-06])",False
Square<|im_end|>,square,"['Square', 'Rectangle', 'Rect', 'Oct', 'rectangle', 'square', 'Triangle', 'Hex', 'oct', 'rect', 'hex', 'C', 'T', 'S', 'Tri', 'Diamond', 'Cube', 'O', 'P', 'STOP']","tensor([0.4260, 0.3318, 0.0509, 0.0449, 0.0350, 0.0350, 0.0129, 0.0083, 0.0078,
        0.0061, 0.0047, 0.0031, 0.0024, 0.0021, 0.0015, 0.0014, 0.0011, 0.0011,
        0.0011, 0.0009])",False
